DateTime 	Ht-T-45 	 Ht-T-30 	Ht-T-15	Height 	BatVs
Mon Aug 5 02:52 	126.36 	126.2 	126.05 	125.89 	4.0
Mon Aug 5 01:52 	126.95 	126.79 	126.68 	126.52 	4.1
Mon Aug 5 00:52 	127.74 	127.58 	127.42 	127.27 	4.1
Sun Aug 4 23:52 	128.37 	128.21 	128.05 	127.9 	4.1
Sun Aug 4 22:52 	129.08 	128.88 	128.72 	128.53 	4.1
Sun Aug 4 21:52 	129.9 	129.71 	129.47 	129.27 	4.1
Sun Aug 4 20:52 	130.38 	130.26 	130.14 	130.02 	4.1
Sun Aug 4 19:52 	130.65 	130.65 	130.65 	130.53 	4.1
Sun Aug 4 18:52 	128.01 	130.65 	130.34 	129.39 	4.1
Sun Aug 4 17:52 	129.27 	130.65 	130.65 	127.62 	4.1
Sun Aug 4 16:52 	129.87 	128.09 	127.82 	130.65 	4.1
Sun Aug 4 15:52 	129.47 	130.38 	130.65 	127.98 	4.1
Sun Aug 4 14:52 	128.53 	129.59 	130.65 	130.57 	4.2
Sun Aug 4 13:52 	130.65 	130.65 	130.65 	127.86 	4.1
Sun Aug 4 12:52 	128.76 	130.65 	127.66 	128.45 	4.2
Sun Aug 4 11:52 	130.65 	130.65 	128.37 	129.94 	4.2
Sun Aug 4 10:52 	130.65 	130.65 	128.84 	130.65 	4.2
Sun Aug 4 09:54 	128.33 	130.65 	130.65 	130.65 	4.2
Sun Aug 4 08:52 	121.28 	121.87 	123.41 	125.57 	4.2
Sun Aug 4 07:52 	120.42 	120.38 	120.81 	120.85 	4.1
Sun Aug 4 06:52 	121.12 	120.93 	120.73 	120.57 	4.0
Sun Aug 4 05:52 	121.79 	121.68 	121.48 	121.32 	4.0
Sun Aug 4 04:52 	122.42 	122.27 	122.11 	121.99 	4.0
Sun Aug 4 03:52 	123.13 	122.98 	122.82 	122.62 	4.0
Sun Aug 4 02:52 	123.92 	123.72 	123.57 	123.33 	4.1
Sun Aug 4 01:52 	124.94 	124.67 	124.43 	124.12 	4.1
Sun Aug 4 00:52 	125.73 	125.53 	125.34 	125.14 	4.1
Sat Aug 3 23:52 	126.75 	126.56 	126.16 	125.97 	4.1
Sat Aug 3 22:52 	127.54 	127.31 	127.11 	126.91 	4.1
Sat Aug 3 21:52 	128.41 	128.25 	128.01 	127.78 	4.1
Sat Aug 3 20:52 	129.2 	129.04 	128.84 	128.61 	4.1
Sat Aug 3 19:52 	130.18 	129.87 	129.67 	129.43 	4.1
Sat Aug 3 18:52 	130.65 	130.65 	130.65 	130.42 	4.1
Sat Aug 3 17:52 	130.65 	130.65 	130.65 	130.65 	4.1
Sat Aug 3 16:52 	128.49 	128.76 	130.18 	130.65 	4.1
Sat Aug 3 15:53 	128.49 	130.65 	130.65 	128.17 	4.2
Sat Aug 3 14:52 	130.65 	129.0 	130.65 	130.65 	4.1
Sat Aug 3 13:52 	128.92 	130.65 	130.65 	130.65 	4.2
Sat Aug 3 12:52 	130.65 	130.65 	128.01 	130.65 	4.2
Sat Aug 3 11:52 	130.65 	127.86 	130.65 	130.1 	4.2
Sat Aug 3 10:52 	128.92 	130.65 	130.65 	130.65 	4.2
Sat Aug 3 09:52 	130.26 	130.65 	127.7 	130.65 	4.2
Sat Aug 3 08:52 	123.72 	124.59 	126.01 	127.82 	4.2
Sat Aug 3 07:52 	123.45 	123.29 	123.09 	123.17 	4.1
Sat Aug 3 06:52 	124.12 	124.0 	123.8 	123.64 	4.0
Sat Aug 3 05:52 	124.71 	124.55 	124.43 	124.27 	4.0
Sat Aug 3 04:52 	125.3 	125.14 	125.02 	124.87 	4.0
Sat Aug 3 03:52 	125.89 	125.73 	125.57 	125.42 	4.0
Sat Aug 3 02:52 	126.64 	126.48 	126.32 	126.2 	4.1
Sat Aug 3 01:52 	127.31 	127.11 	126.95 	126.79 	4.1
Sat Aug 3 00:53 	127.94 	127.74 	127.58 	127.42 	4.1
Fri Aug 2 23:52 	128.64 	128.41 	128.25 	128.09 	4.1
Fri Aug 2 22:52 	129.63 	129.47 	129.2 	128.92 	4.1
Fri Aug 2 21:52 	130.22 	130.1 	129.94 	129.79 	4.1
Fri Aug 2 20:52 	130.65 	130.65 	130.65 	130.42 	4.1
Fri Aug 2 19:52 	126.36 	130.65 	130.65 	127.7 	4.1
Fri Aug 2 18:52 	130.65 	130.65 	130.65 	126.52 	4.1
Fri Aug 2 17:52 	130.65 	130.65 	130.65 	130.65 	4.1
Fri Aug 2 16:52 	130.65 	130.65 	128.88 	130.65 	4.1
Fri Aug 2 15:52 	130.65 	130.65 	130.65 	130.65 	4.1
Fri Aug 2 14:52 	130.65 	130.65 	127.31 	130.65 	4.1
Fri Aug 2 13:52 	130.65 	130.65 	130.65 	127.27 	4.1
Fri Aug 2 12:52 	129.67 	130.65 	130.65 	130.18 	4.1
Fri Aug 2 11:52 	129.08 	130.65 	130.46 	129.39 	4.2
Fri Aug 2 10:52 	130.65 	128.68 	129.35 	130.65 	4.2
Fri Aug 2 09:52 	130.65 	127.54 	130.65 	129.08 	4.2
Fri Aug 2 08:52 	125.42 	126.6 	128.13 	130.3 	4.2
Fri Aug 2 07:52 	125.65 	125.49 	124.9 	124.59 	4.2
